character,realm,date,time,dungeon,short_name,mythic_level,upgrade,score,clear_time,clear_time_ms,par_time_ms,affix_1,affix_2,affix_3,affix_4,url
Whizzletoot,Tichondrius,2022-09-27,07:27:44,Tazavesh: So'leah's Gambit,GMBT,15,1,126.1,00:27:25,1645506,1800999,Fortified,Bolstering,Quaking,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/8220561-15-tazavesh-soleahs-gambit
Whizzletoot,Tichondrius,2022-09-20,05:57:23,Tazavesh: So'leah's Gambit,GMBT,17,1,136.9,00:25:27,1527850,1800999,Tyrannical,Spiteful,Necrotic,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/7617529-17-tazavesh-soleahs-gambit
Mostpaster,Tichondrius,2022-10-13,07:11:19,Return to Karazhan: Lower,LOWR,12,2,113.9,00:28:58,1738365,2520999,Tyrannical,Bursting,Volcanic,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/9306897-12-return-to-karazhan-lower
Mostpaster,Tichondrius,2022-10-13,06:22:40,Mechagon Workshop,WORK,12,1,112.0,00:26:53,1613873,1920999,Tyrannical,Bursting,Volcanic,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/9306028-12-operation-mechagon-workshop
Mostpaster,Tichondrius,2022-10-13,05:42:07,Iron Docks,ID,6,2,69.4,00:19:30,1170581,1800999,Tyrannical,Bursting,not_active,not_active,https://raider.io/mythic-plus-runs/season-sl-4-post/9305034-6-iron-docks
Mostpaster,Tichondrius,2022-09-20,04:43:48,Iron Docks,ID,16,2,133.1,00:22:34,1354059,1800999,Tyrannical,Spiteful,Necrotic,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/7612286-16-iron-docks
Mostpaster,Tichondrius,2022-09-13,03:09:20,Return to Karazhan: Lower,LOWR,15,1,126.6,00:36:30,2190704,2520999,Fortified,Inspiring,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/6924884-15-return-to-karazhan-lower
Mostpaster,Tichondrius,2022-09-06,06:49:31,Tazavesh: So'leah's Gambit,GMBT,15,1,127.2,00:24:43,1483312,1800999,Tyrannical,Raging,Volcanic,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/6148598-15-tazavesh-soleahs-gambit
Mostpaster,Tichondrius,2022-08-24,20:50:14,Grimrail Depot,GD,15,1,127.3,00:24:36,1476780,1800999,Fortified,Bursting,Storming,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/4267103-15-grimrail-depot
Mostpaster,Tichondrius,2022-08-24,20:05:54,Mechagon Junkyard,YARD,13,2,119.0,00:25:59,1559772,2280999,Fortified,Bursting,Storming,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/4267102-13-operation-mechagon-junkyard
Mostpaster,Tichondrius,2022-08-21,21:10:19,Tazavesh: Streets of Wonder,STRT,13,2,118.3,00:28:43,1723099,2340999,Tyrannical,Bolstering,Explosive,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/3762079-13-tazavesh-streets-of-wonder
Mostpaster,Tichondrius,2022-08-21,20:31:26,Mechagon Junkyard,YARD,8,2,84.7,00:23:36,1416558,2280999,Tyrannical,Bolstering,Explosive,not_active,https://raider.io/mythic-plus-runs/season-sl-4-post/3754313-8-operation-mechagon-junkyard
Tauryy,Tichondrius,2022-11-01,04:18:11,Grimrail Depot,GD,19,2,147.7,00:23:34,1414974,1800999,Tyrannical,Inspiring,Quaking,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10362264-19-grimrail-depot
Tauryy,Tichondrius,2022-11-01,03:48:04,Mechagon Workshop,WORK,18,1,141.7,00:27:37,1657485,1920999,Tyrannical,Inspiring,Quaking,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10360881-18-operation-mechagon-workshop
Tauryy,Tichondrius,2022-10-31,02:57:27,Return to Karazhan: Upper,UPPR,20,2,153.2,00:26:06,1566458,2100999,Tyrannical,Inspiring,Quaking,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10288281-20-return-to-karazhan-upper
Tauryy,Tichondrius,2022-10-31,01:46:43,Iron Docks,ID,23,1,165.9,00:27:55,1675665,1800999,Tyrannical,Inspiring,Quaking,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10284967-23-iron-docks
Tauryy,Tichondrius,2022-10-30,22:02:25,Mechagon Junkyard,YARD,22,1,161.4,00:33:46,2026017,2280999,Tyrannical,Inspiring,Quaking,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10269764-22-operation-mechagon-junkyard
Tauryy,Tichondrius,2022-10-30,21:17:12,Grimrail Depot,GD,20,2,154.5,00:19:18,1158699,1800999,Tyrannical,Inspiring,Quaking,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10265280-20-grimrail-depot
Tauryy,Tichondrius,2022-10-30,02:01:38,Return to Karazhan: Lower,LOWR,19,1,145.8,00:39:13,2353408,2520999,Tyrannical,Inspiring,Quaking,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10198150-19-return-to-karazhan-lower
Tauryy,Tichondrius,2022-10-29,08:45:22,Mechagon Junkyard,YARD,2,3,45.0,00:14:33,873173,2280999,Tyrannical,not_active,not_active,not_active,https://raider.io/mythic-plus-runs/season-sl-4-post/10131488-2-operation-mechagon-junkyard
Tauryy,Tichondrius,2022-10-28,10:42:10,Tazavesh: Streets of Wonder,STRT,22,2,164.9,00:23:49,1429873,2340999,Tyrannical,Inspiring,Quaking,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10062013-22-tazavesh-streets-of-wonder
Tauryy,Tichondrius,2022-10-28,03:47:45,Mechagon Junkyard,YARD,19,2,147.7,00:29:56,1796581,2280999,Tyrannical,Inspiring,Quaking,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10050631-19-operation-mechagon-junkyard
Tauryy,Tichondrius,2022-11-02,05:41:45,Mechagon Junkyard,YARD,22,2,163.3,00:28:03,1683158,2280999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10440740-22-operation-mechagon-junkyard
Tauryy,Tichondrius,2022-11-02,05:04:53,Tazavesh: Streets of Wonder,STRT,22,1,160.8,00:36:25,2185359,2340999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10439217-22-tazavesh-streets-of-wonder
Tauryy,Tichondrius,2022-11-02,19:39:53,Mechagon Junkyard,YARD,23,2,168.9,00:26:07,1567254,2280999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10475408-23-operation-mechagon-junkyard
Tauryy,Tichondrius,2022-11-02,18:57:57,Tazavesh: So'leah's Gambit,GMBT,21,2,158.4,00:21:57,1317828,1800999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10472775-21-tazavesh-soleahs-gambit
Tauryy,Tichondrius,2022-11-03,20:01:55,Mechagon Workshop,WORK,23,1,165.6,00:30:31,1831085,1920999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10545737-23-operation-mechagon-workshop
Tauryy,Tichondrius,2022-11-04,08:57:04,Tazavesh: Streets of Wonder,STRT,20,2,154.4,00:25:20,1520591,2340999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10582162-20-tazavesh-streets-of-wonder
Tauryy,Tichondrius,2022-11-04,06:23:24,Tazavesh: So'leah's Gambit,GMBT,19,2,148.5,00:21:37,1297894,1800999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10579208-19-tazavesh-soleahs-gambit
Tauryy,Tichondrius,2022-11-06,08:29:10,Iron Docks,ID,22,1,161.7,00:25:52,1552949,1800999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10733629-22-iron-docks
Tauryy,Tichondrius,2022-11-06,07:49:17,Grimrail Depot,GD,21,1,157.2,00:24:38,1478348,1800999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10732569-21-grimrail-depot
Tauryy,Tichondrius,2022-11-06,07:00:46,Tazavesh: So'leah's Gambit,GMBT,22,0,153.1,00:34:33,2073298,1800999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10731122-22-tazavesh-soleahs-gambit
Tauryy,Tichondrius,2022-11-06,04:56:44,Tazavesh: Streets of Wonder,STRT,22,1,160.9,00:36:20,2180139,2340999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10726732-22-tazavesh-streets-of-wonder
Tauryy,Tichondrius,2022-11-05,06:23:12,Return to Karazhan: Lower,LOWR,25,0,0.0,01:00:49,3649313,2520999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10649590-25-return-to-karazhan-lower
Tauryy,Tichondrius,2022-11-05,04:40:38,Grimrail Depot,GD,24,1,170.8,00:28:02,1682052,1800999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10645547-24-grimrail-depot
Tauryy,Tichondrius,2022-11-06,09:11:41,Return to Karazhan: Upper,UPPR,22,1,161.7,00:30:20,1820690,2100999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10734904-22-return-to-karazhan-upper
Tauryy,Tichondrius,2022-11-06,10:48:38,Mechagon Workshop,WORK,21,1,156.7,00:27:42,1662903,1920999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10737793-21-operation-mechagon-workshop
Tauryy,Tichondrius,2022-11-06,09:54:52,Tazavesh: So'leah's Gambit,GMBT,23,1,165.3,00:29:15,1755955,1800999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10736704-23-tazavesh-soleahs-gambit
Tauryy,Tichondrius,2022-11-07,07:15:53,Iron Docks,ID,21,1,155.2,00:29:25,1765984,1800999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10805100-21-iron-docks
Tauryy,Tichondrius,2022-11-07,06:11:02,Mechagon Junkyard,YARD,20,1,151.9,00:32:20,1940769,2280999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10803685-20-operation-mechagon-junkyard
Tauryy,Tichondrius,2022-11-07,05:29:34,Grimrail Depot,GD,18,2,143.7,00:21:03,1263218,1800999,Fortified,Sanguine,Grievous,Shrouded,https://raider.io/mythic-plus-runs/season-sl-4-post/10802398-18-grimrail-depot
